,Index,Time Stamp
22478,1994758,2021-02-11 05:37:00.690
22479,1994759,2021-02-11 05:37:00.700
22480,1994760,2021-02-11 05:37:00.710
22481,1994761,2021-02-11 05:37:00.720
22482,1994762,2021-02-11 05:37:00.730
22483,1994763,2021-02-11 05:37:00.740
22484,1994764,2021-02-11 05:37:00.750
22485,1994765,2021-02-11 05:37:00.760
22486,1994766,2021-02-11 05:37:00.770
22487,1994767,2021-02-11 05:37:00.780
22488,1994768,2021-02-11 05:37:00.790
22489,1994769,2021-02-11 05:37:00.800
22490,1994770,2021-02-11 05:37:00.810
22491,1994771,2021-02-11 05:37:00.820
22492,1994772,2021-02-11 05:37:00.830
22493,1994773,2021-02-11 05:37:00.840
22494,1994774,2021-02-11 05:37:00.850
22495,1994775,2021-02-11 05:37:00.860
22496,1994776,2021-02-11 05:37:00.870
22497,1994777,2021-02-11 05:37:00.880
22498,1994778,2021-02-11 05:37:00.890
22499,1994779,2021-02-11 05:37:00.900
22500,1994780,2021-02-11 05:37:00.910
22501,1994781,2021-02-11 05:37:00.920
22502,1994782,2021-02-11 05:37:00.930
22503,1994783,2021-02-11 05:37:00.940
22504,1994784,2021-02-11 05:37:00.950
22505,1994785,2021-02-11 05:37:00.960
22506,1994786,2021-02-11 05:37:00.970
22507,1994787,2021-02-11 05:37:00.980
22508,1994788,2021-02-11 05:37:00.990
22509,1994789,2021-02-11 05:37:01.000
22510,1994790,2021-02-11 05:37:01.010
22511,1994791,2021-02-11 05:37:01.020
22512,1994792,2021-02-11 05:37:01.030
22513,1994793,2021-02-11 05:37:01.040
22514,1994794,2021-02-11 05:37:01.050
22515,1994795,2021-02-11 05:37:01.060
22516,1994796,2021-02-11 05:37:01.070
22517,1994797,2021-02-11 05:37:01.080
22518,1994798,2021-02-11 05:37:01.090
22519,1994799,2021-02-11 05:37:01.100
22520,1994800,2021-02-11 05:37:01.110
22521,1994801,2021-02-11 05:37:01.120
22522,1994802,2021-02-11 05:37:01.130
22523,1994803,2021-02-11 05:37:01.140
22524,1994804,2021-02-11 05:37:01.150
22525,1994805,2021-02-11 05:37:01.160
22526,1994806,2021-02-11 05:37:01.170
22527,1994807,2021-02-11 05:37:01.180
22528,1994808,2021-02-11 05:37:01.190
22529,1994809,2021-02-11 05:37:01.200
22530,1994810,2021-02-11 05:37:01.210
22531,1994811,2021-02-11 05:37:01.220
22532,1994812,2021-02-11 05:37:01.230
22533,1994813,2021-02-11 05:37:01.240
22534,1994814,2021-02-11 05:37:01.250
22535,1994815,2021-02-11 05:37:01.260
22536,1994816,2021-02-11 05:37:01.270
22537,1994817,2021-02-11 05:37:01.280
22538,1994818,2021-02-11 05:37:01.290
22539,1994819,2021-02-11 05:37:01.300
22540,1994820,2021-02-11 05:37:01.310
22541,1994821,2021-02-11 05:37:01.320
22542,1994822,2021-02-11 05:37:01.330
22543,1994823,2021-02-11 05:37:01.340
22544,1994824,2021-02-11 05:37:01.350
22545,1994825,2021-02-11 05:37:01.360
22546,1994826,2021-02-11 05:37:01.370
22547,1994827,2021-02-11 05:37:01.380
22548,1994828,2021-02-11 05:37:01.390
22549,1994829,2021-02-11 05:37:01.400
22550,1994830,2021-02-11 05:37:01.410
22551,1994831,2021-02-11 05:37:01.420
22552,1994832,2021-02-11 05:37:01.430
22553,1994833,2021-02-11 05:37:01.440
22554,1994834,2021-02-11 05:37:01.450
22555,1994835,2021-02-11 05:37:01.460
22556,1994836,2021-02-11 05:37:01.470
22557,1994837,2021-02-11 05:37:01.480
22558,1994838,2021-02-11 05:37:01.490
22559,1994839,2021-02-11 05:37:01.500
22560,1994840,2021-02-11 05:37:01.510
22561,1994841,2021-02-11 05:37:01.520
22562,1994842,2021-02-11 05:37:01.530
22563,1994843,2021-02-11 05:37:01.540
22564,1994844,2021-02-11 05:37:01.550
22565,1994845,2021-02-11 05:37:01.560
22566,1994846,2021-02-11 05:37:01.570
22567,1994847,2021-02-11 05:37:01.580
22568,1994848,2021-02-11 05:37:01.590
22569,1994849,2021-02-11 05:37:01.600
22570,1994850,2021-02-11 05:37:01.610
22571,1994851,2021-02-11 05:37:01.620
22572,1994852,2021-02-11 05:37:01.630
22573,1994853,2021-02-11 05:37:01.640
22574,1994854,2021-02-11 05:37:01.650
22575,1994855,2021-02-11 05:37:01.660
22576,1994856,2021-02-11 05:37:01.670
22577,1994857,2021-02-11 05:37:01.680
22578,1994858,2021-02-11 05:37:01.690
22579,1994859,2021-02-11 05:37:01.700
22580,1994860,2021-02-11 05:37:01.710
22581,1994861,2021-02-11 05:37:01.720
22582,1994862,2021-02-11 05:37:01.730
22583,1994863,2021-02-11 05:37:01.740
22584,1994864,2021-02-11 05:37:01.750
22585,1994865,2021-02-11 05:37:01.760
22586,1994866,2021-02-11 05:37:01.770
22587,1994867,2021-02-11 05:37:01.780
22588,1994868,2021-02-11 05:37:01.790
22589,1994869,2021-02-11 05:37:01.800
22590,1994870,2021-02-11 05:37:01.810
22591,1994871,2021-02-11 05:37:01.820
22592,1994872,2021-02-11 05:37:01.830
22593,1994873,2021-02-11 05:37:01.840
22594,1994874,2021-02-11 05:37:01.850
22595,1994875,2021-02-11 05:37:01.860
22596,1994876,2021-02-11 05:37:01.870
22597,1994877,2021-02-11 05:37:01.880
22598,1994878,2021-02-11 05:37:01.890
22599,1994879,2021-02-11 05:37:01.900
22600,1994880,2021-02-11 05:37:01.910
22601,1994881,2021-02-11 05:37:01.920
22602,1994882,2021-02-11 05:37:01.930
22603,1994883,2021-02-11 05:37:01.940
22604,1994884,2021-02-11 05:37:01.950
22605,1994885,2021-02-11 05:37:01.960
22606,1994886,2021-02-11 05:37:01.970
22607,1994887,2021-02-11 05:37:01.980
22608,1994888,2021-02-11 05:37:01.990
22609,1994889,2021-02-11 05:37:02.000
22610,1994890,2021-02-11 05:37:02.010
22611,1994891,2021-02-11 05:37:02.020
22612,1994892,2021-02-11 05:37:02.030
22613,1994893,2021-02-11 05:37:02.040
22614,1994894,2021-02-11 05:37:02.050
22615,1994895,2021-02-11 05:37:02.060
22616,1994896,2021-02-11 05:37:02.070
22617,1994897,2021-02-11 05:37:02.080
22618,1994898,2021-02-11 05:37:02.090
22619,1994899,2021-02-11 05:37:02.100
22620,1994900,2021-02-11 05:37:02.110
22621,1994901,2021-02-11 05:37:02.120
22622,1994902,2021-02-11 05:37:02.130
22623,1994903,2021-02-11 05:37:02.140
22624,1994904,2021-02-11 05:37:02.150
22625,1994905,2021-02-11 05:37:02.160
22626,1994906,2021-02-11 05:37:02.170
22627,1994907,2021-02-11 05:37:02.180
22628,1994908,2021-02-11 05:37:02.190
22629,1994909,2021-02-11 05:37:02.200
22630,1994910,2021-02-11 05:37:02.210
22631,1994911,2021-02-11 05:37:02.220
22632,1994912,2021-02-11 05:37:02.230
22633,1994913,2021-02-11 05:37:02.240
22634,1994914,2021-02-11 05:37:02.250
22635,1994915,2021-02-11 05:37:02.260
22636,1994916,2021-02-11 05:37:02.270
22637,1994917,2021-02-11 05:37:02.280
22638,1994918,2021-02-11 05:37:02.290
22639,1994919,2021-02-11 05:37:02.300
22640,1994920,2021-02-11 05:37:02.310
22641,1994921,2021-02-11 05:37:02.320
22642,1994922,2021-02-11 05:37:02.330
22643,1994923,2021-02-11 05:37:02.340
22644,1994924,2021-02-11 05:37:02.350
22645,1994925,2021-02-11 05:37:02.360
22646,1994926,2021-02-11 05:37:02.370
22647,1994927,2021-02-11 05:37:02.380
22648,1994928,2021-02-11 05:37:02.390
22649,1994929,2021-02-11 05:37:02.400
22650,1994930,2021-02-11 05:37:02.410
22651,1994931,2021-02-11 05:37:02.420
22652,1994932,2021-02-11 05:37:02.430
22653,1994933,2021-02-11 05:37:02.440
22654,1994934,2021-02-11 05:37:02.450
22655,1994935,2021-02-11 05:37:02.460
22656,1994936,2021-02-11 05:37:02.470
22657,1994937,2021-02-11 05:37:02.480
22658,1994938,2021-02-11 05:37:02.490
22659,1994939,2021-02-11 05:37:02.500
22660,1994940,2021-02-11 05:37:02.510
22661,1994941,2021-02-11 05:37:02.520
22662,1994942,2021-02-11 05:37:02.530
22663,1994943,2021-02-11 05:37:02.540
22664,1994944,2021-02-11 05:37:02.550
22665,1994945,2021-02-11 05:37:02.560
22666,1994946,2021-02-11 05:37:02.570
22667,1994947,2021-02-11 05:37:02.580
22668,1994948,2021-02-11 05:37:02.590
22669,1994949,2021-02-11 05:37:02.600
22670,1994950,2021-02-11 05:37:02.610
22671,1994951,2021-02-11 05:37:02.620
22672,1994952,2021-02-11 05:37:02.630
22673,1994953,2021-02-11 05:37:02.640
22674,1994954,2021-02-11 05:37:02.650
22675,1994955,2021-02-11 05:37:02.660
22676,1994956,2021-02-11 05:37:02.670
22677,1994957,2021-02-11 05:37:02.680
22678,1994958,2021-02-11 05:37:02.690
22679,1994959,2021-02-11 05:37:02.700
22680,1994980,2021-02-11 05:37:02.910
22681,1994981,2021-02-11 05:37:02.920
22682,1994982,2021-02-11 05:37:02.930
22683,1994983,2021-02-11 05:37:02.940
22684,1994984,2021-02-11 05:37:02.950
22685,1994985,2021-02-11 05:37:02.960
22686,1994986,2021-02-11 05:37:02.970
22687,1994987,2021-02-11 05:37:02.980
22688,1994988,2021-02-11 05:37:02.990
22689,1994989,2021-02-11 05:37:03.000
22690,1994990,2021-02-11 05:37:03.010
22691,1994991,2021-02-11 05:37:03.020
22692,1994992,2021-02-11 05:37:03.030
22693,1994993,2021-02-11 05:37:03.040
22694,1994994,2021-02-11 05:37:03.050
22695,1994995,2021-02-11 05:37:03.060
22696,1994996,2021-02-11 05:37:03.070
22697,1994997,2021-02-11 05:37:03.080
22698,1994998,2021-02-11 05:37:03.090
22699,1994999,2021-02-11 05:37:03.100
22700,1995000,2021-02-11 05:37:03.110
22701,1995001,2021-02-11 05:37:03.120
22702,1995002,2021-02-11 05:37:03.130
22703,1995003,2021-02-11 05:37:03.140
22704,1995004,2021-02-11 05:37:03.150
22705,1995005,2021-02-11 05:37:03.160
22706,1995006,2021-02-11 05:37:03.170
22707,1995007,2021-02-11 05:37:03.180
22708,1995008,2021-02-11 05:37:03.190
22709,1995009,2021-02-11 05:37:03.200
22710,1995010,2021-02-11 05:37:03.210
22711,1995011,2021-02-11 05:37:03.220
22712,1995012,2021-02-11 05:37:03.230
22713,1995013,2021-02-11 05:37:03.240
22714,1995014,2021-02-11 05:37:03.250
22715,1995015,2021-02-11 05:37:03.260
22716,1995016,2021-02-11 05:37:03.270
22717,1995017,2021-02-11 05:37:03.280
22718,1995018,2021-02-11 05:37:03.290
22719,1995019,2021-02-11 05:37:03.300
22720,1995020,2021-02-11 05:37:03.310
22721,1995021,2021-02-11 05:37:03.320
22722,1995022,2021-02-11 05:37:03.330
22723,1995023,2021-02-11 05:37:03.340
22724,1995024,2021-02-11 05:37:03.350
22725,1995025,2021-02-11 05:37:03.360
22726,1995026,2021-02-11 05:37:03.370
22727,1995027,2021-02-11 05:37:03.380
22728,1995028,2021-02-11 05:37:03.390
22729,1995029,2021-02-11 05:37:03.400
22730,1995030,2021-02-11 05:37:03.410
22731,1995031,2021-02-11 05:37:03.420
22732,1995032,2021-02-11 05:37:03.430
22733,1995033,2021-02-11 05:37:03.440
22734,1995034,2021-02-11 05:37:03.450
22735,1995035,2021-02-11 05:37:03.460
22736,1995036,2021-02-11 05:37:03.470
22737,1995037,2021-02-11 05:37:03.480
22738,1995038,2021-02-11 05:37:03.490
22739,1995039,2021-02-11 05:37:03.500
22740,1995040,2021-02-11 05:37:03.510
22741,1995041,2021-02-11 05:37:03.520
22742,1995042,2021-02-11 05:37:03.530
22743,1995043,2021-02-11 05:37:03.540
22744,1995044,2021-02-11 05:37:03.550
22745,1995045,2021-02-11 05:37:03.560
22746,1995046,2021-02-11 05:37:03.570
22747,1995047,2021-02-11 05:37:03.580
22748,1995048,2021-02-11 05:37:03.590
22749,1995049,2021-02-11 05:37:03.600
22750,1995050,2021-02-11 05:37:03.610
22751,1995051,2021-02-11 05:37:03.620
22752,1995052,2021-02-11 05:37:03.630
22753,1995053,2021-02-11 05:37:03.640
22754,1995054,2021-02-11 05:37:03.650
22755,1995055,2021-02-11 05:37:03.660
22756,1995056,2021-02-11 05:37:03.670
22757,1995057,2021-02-11 05:37:03.680
22758,1995058,2021-02-11 05:37:03.690
22759,1995059,2021-02-11 05:37:03.700
22760,1995060,2021-02-11 05:37:03.710
22761,1995061,2021-02-11 05:37:03.720
22762,1995062,2021-02-11 05:37:03.730
22763,1995063,2021-02-11 05:37:03.740
22764,1995064,2021-02-11 05:37:03.750
22765,1995065,2021-02-11 05:37:03.760
22766,1995066,2021-02-11 05:37:03.770
22767,1995067,2021-02-11 05:37:03.780
22768,1995068,2021-02-11 05:37:03.790
22769,1995069,2021-02-11 05:37:03.800
22770,1995070,2021-02-11 05:37:03.810
22771,1995071,2021-02-11 05:37:03.820
22772,1995072,2021-02-11 05:37:03.830
22773,1995073,2021-02-11 05:37:03.840
22774,1995074,2021-02-11 05:37:03.850
22775,1995075,2021-02-11 05:37:03.860
22776,1995076,2021-02-11 05:37:03.870
22777,1995077,2021-02-11 05:37:03.880
22778,1995078,2021-02-11 05:37:03.890
22779,1995079,2021-02-11 05:37:03.900
22780,1995080,2021-02-11 05:37:03.910
22781,1995081,2021-02-11 05:37:03.920
22782,1995082,2021-02-11 05:37:03.930
22783,1995083,2021-02-11 05:37:03.940
22784,1995084,2021-02-11 05:37:03.950
22785,1995085,2021-02-11 05:37:03.960
22786,1995086,2021-02-11 05:37:03.970
22787,1995087,2021-02-11 05:37:03.980
22788,1995088,2021-02-11 05:37:03.990
22789,1995089,2021-02-11 05:37:04.000
22790,1995090,2021-02-11 05:37:04.010
22791,1995091,2021-02-11 05:37:04.020
22792,1995092,2021-02-11 05:37:04.030
22793,1995093,2021-02-11 05:37:04.040
22794,1995094,2021-02-11 05:37:04.050
22795,1995095,2021-02-11 05:37:04.060
22796,1995096,2021-02-11 05:37:04.070
22797,1995097,2021-02-11 05:37:04.080
22798,1995098,2021-02-11 05:37:04.090
22799,1995099,2021-02-11 05:37:04.100
22800,1995100,2021-02-11 05:37:04.110
22801,1995101,2021-02-11 05:37:04.120
22802,1995102,2021-02-11 05:37:04.130
22803,1995103,2021-02-11 05:37:04.140
22804,1995104,2021-02-11 05:37:04.150
22805,1995105,2021-02-11 05:37:04.160
22806,1995106,2021-02-11 05:37:04.170
22807,1995107,2021-02-11 05:37:04.180
22808,1995108,2021-02-11 05:37:04.190
22809,1995109,2021-02-11 05:37:04.200
22810,1995110,2021-02-11 05:37:04.210
22811,1995111,2021-02-11 05:37:04.220
22812,1995112,2021-02-11 05:37:04.230
22813,1995113,2021-02-11 05:37:04.240
22814,1995114,2021-02-11 05:37:04.250
22815,1995115,2021-02-11 05:37:04.260
22816,1995116,2021-02-11 05:37:04.270
22817,1995117,2021-02-11 05:37:04.280
22818,1995118,2021-02-11 05:37:04.290
22819,1995119,2021-02-11 05:37:04.300
22820,1995120,2021-02-11 05:37:04.310
22821,1995121,2021-02-11 05:37:04.320
22822,1995122,2021-02-11 05:37:04.330
22823,1995123,2021-02-11 05:37:04.340
22824,1995124,2021-02-11 05:37:04.350
22825,1995125,2021-02-11 05:37:04.360
22826,1995126,2021-02-11 05:37:04.370
22827,1995127,2021-02-11 05:37:04.380
22828,1995128,2021-02-11 05:37:04.390
22829,1995129,2021-02-11 05:37:04.400
22830,1995130,2021-02-11 05:37:04.410
22831,1995131,2021-02-11 05:37:04.420
22832,1995132,2021-02-11 05:37:04.430
22833,1995133,2021-02-11 05:37:04.440
22834,1995134,2021-02-11 05:37:04.450
22835,1995135,2021-02-11 05:37:04.460
22836,1995136,2021-02-11 05:37:04.470
22837,1995137,2021-02-11 05:37:04.480
22838,1995138,2021-02-11 05:37:04.490
22839,1995139,2021-02-11 05:37:04.500
22840,1995140,2021-02-11 05:37:04.510
22841,1995141,2021-02-11 05:37:04.520
22842,1995142,2021-02-11 05:37:04.530
22843,1995143,2021-02-11 05:37:04.540
22844,1995144,2021-02-11 05:37:04.550
22845,1995145,2021-02-11 05:37:04.560
22846,1995146,2021-02-11 05:37:04.570
22847,1995147,2021-02-11 05:37:04.580
22848,1995148,2021-02-11 05:37:04.590
22849,1995149,2021-02-11 05:37:04.600
22850,1995150,2021-02-11 05:37:04.610
22851,1995151,2021-02-11 05:37:04.620
22852,1995152,2021-02-11 05:37:04.630
22853,1995153,2021-02-11 05:37:04.640
22854,1995154,2021-02-11 05:37:04.650
22855,1995155,2021-02-11 05:37:04.660
22856,1995156,2021-02-11 05:37:04.670
22857,1995157,2021-02-11 05:37:04.680
22858,1995158,2021-02-11 05:37:04.690
22859,1995159,2021-02-11 05:37:04.700
22860,1995160,2021-02-11 05:37:04.710
22861,1995161,2021-02-11 05:37:04.720
22862,1995162,2021-02-11 05:37:04.730
22863,1995163,2021-02-11 05:37:04.740
22864,1995164,2021-02-11 05:37:04.750
22865,1995165,2021-02-11 05:37:04.760
22866,1995166,2021-02-11 05:37:04.770
22867,1995167,2021-02-11 05:37:04.780
22868,1995168,2021-02-11 05:37:04.790
22869,1995169,2021-02-11 05:37:04.800
22870,1995170,2021-02-11 05:37:04.810
22871,1995171,2021-02-11 05:37:04.820
22872,1995172,2021-02-11 05:37:04.830
22873,1995173,2021-02-11 05:37:04.840
22874,1995174,2021-02-11 05:37:04.850
22875,1995175,2021-02-11 05:37:04.860
22876,1995176,2021-02-11 05:37:04.870
22877,1995177,2021-02-11 05:37:04.880
22878,1995178,2021-02-11 05:37:04.890
22879,1995179,2021-02-11 05:37:04.900
22880,1995180,2021-02-11 05:37:04.910
22881,1995181,2021-02-11 05:37:04.920
22882,1995182,2021-02-11 05:37:04.930
22883,1995183,2021-02-11 05:37:04.940
22884,1995184,2021-02-11 05:37:04.950
22885,1995185,2021-02-11 05:37:04.960
22886,1995186,2021-02-11 05:37:04.970
22887,1995187,2021-02-11 05:37:04.980
22888,1995188,2021-02-11 05:37:04.990
22889,1995189,2021-02-11 05:37:05.000
22890,1995190,2021-02-11 05:37:05.010
22891,1995191,2021-02-11 05:37:05.020
22892,1995192,2021-02-11 05:37:05.030
22893,1995193,2021-02-11 05:37:05.040
22894,1995194,2021-02-11 05:37:05.050
22895,1995195,2021-02-11 05:37:05.060
22896,1995196,2021-02-11 05:37:05.070
22897,1995197,2021-02-11 05:37:05.080
22898,1995198,2021-02-11 05:37:05.090
22899,1995199,2021-02-11 05:37:05.100
22900,1995200,2021-02-11 05:37:05.110
22901,1995201,2021-02-11 05:37:05.120
22902,1995202,2021-02-11 05:37:05.130
22903,1995203,2021-02-11 05:37:05.140
22904,1995204,2021-02-11 05:37:05.150
22905,1995205,2021-02-11 05:37:05.160
22906,1995206,2021-02-11 05:37:05.170
22907,1995207,2021-02-11 05:37:05.180
22908,1995208,2021-02-11 05:37:05.190
22909,1995209,2021-02-11 05:37:05.200
22910,1995210,2021-02-11 05:37:05.210
22911,1995211,2021-02-11 05:37:05.220
22912,1995212,2021-02-11 05:37:05.230
22913,1995213,2021-02-11 05:37:05.240
22914,1995214,2021-02-11 05:37:05.250
22915,1995215,2021-02-11 05:37:05.260
22916,1995216,2021-02-11 05:37:05.270
22917,1995217,2021-02-11 05:37:05.280
22918,1995218,2021-02-11 05:37:05.290
22919,1995219,2021-02-11 05:37:05.300
22920,1995240,2021-02-11 05:37:05.510
22921,1995241,2021-02-11 05:37:05.520
22922,1995242,2021-02-11 05:37:05.530
22923,1995243,2021-02-11 05:37:05.540
22924,1995244,2021-02-11 05:37:05.550
22925,1995245,2021-02-11 05:37:05.560
22926,1995246,2021-02-11 05:37:05.570
22927,1995247,2021-02-11 05:37:05.580
22928,1995248,2021-02-11 05:37:05.590
22929,1995249,2021-02-11 05:37:05.600
22930,1995250,2021-02-11 05:37:05.610
22931,1995251,2021-02-11 05:37:05.620
22932,1995252,2021-02-11 05:37:05.630
22933,1995253,2021-02-11 05:37:05.640
22934,1995254,2021-02-11 05:37:05.650
22935,1995255,2021-02-11 05:37:05.660
22936,1995256,2021-02-11 05:37:05.670
22937,1995257,2021-02-11 05:37:05.680
22938,1995258,2021-02-11 05:37:05.690
22939,1995259,2021-02-11 05:37:05.700
22940,1995260,2021-02-11 05:37:05.710
22941,1995261,2021-02-11 05:37:05.720
22942,1995262,2021-02-11 05:37:05.730
22943,1995263,2021-02-11 05:37:05.740
22944,1995264,2021-02-11 05:37:05.750
22945,1995265,2021-02-11 05:37:05.760
22946,1995266,2021-02-11 05:37:05.770
22947,1995267,2021-02-11 05:37:05.780
22948,1995268,2021-02-11 05:37:05.790
22949,1995269,2021-02-11 05:37:05.800
22950,1995270,2021-02-11 05:37:05.810
22951,1995271,2021-02-11 05:37:05.820
22952,1995272,2021-02-11 05:37:05.830
22953,1995273,2021-02-11 05:37:05.840
22954,1995274,2021-02-11 05:37:05.850
22955,1995275,2021-02-11 05:37:05.860
22956,1995276,2021-02-11 05:37:05.870
22957,1995277,2021-02-11 05:37:05.880
22958,1995278,2021-02-11 05:37:05.890
22959,1995279,2021-02-11 05:37:05.900
22960,1995280,2021-02-11 05:37:05.910
22961,1995281,2021-02-11 05:37:05.920
22962,1995282,2021-02-11 05:37:05.930
22963,1995283,2021-02-11 05:37:05.940
22964,1995284,2021-02-11 05:37:05.950
22965,1995285,2021-02-11 05:37:05.960
22966,1995286,2021-02-11 05:37:05.970
22967,1995287,2021-02-11 05:37:05.980
22968,1995288,2021-02-11 05:37:05.990
22969,1995289,2021-02-11 05:37:06.000
22970,1995290,2021-02-11 05:37:06.010
22971,1995291,2021-02-11 05:37:06.020
22972,1995292,2021-02-11 05:37:06.030
22973,1995293,2021-02-11 05:37:06.040
22974,1995294,2021-02-11 05:37:06.050
22975,1995295,2021-02-11 05:37:06.060
22976,1995296,2021-02-11 05:37:06.070
22977,1995297,2021-02-11 05:37:06.080
22978,1995298,2021-02-11 05:37:06.090
22979,1995299,2021-02-11 05:37:06.100
22980,1995300,2021-02-11 05:37:06.110
22981,1995301,2021-02-11 05:37:06.120
22982,1995302,2021-02-11 05:37:06.130
22983,1995303,2021-02-11 05:37:06.140
22984,1995304,2021-02-11 05:37:06.150
22985,1995305,2021-02-11 05:37:06.160
22986,1995306,2021-02-11 05:37:06.170
22987,1995307,2021-02-11 05:37:06.180
22988,1995308,2021-02-11 05:37:06.190
22989,1995309,2021-02-11 05:37:06.200
22990,1995310,2021-02-11 05:37:06.210
22991,1995311,2021-02-11 05:37:06.220
22992,1995312,2021-02-11 05:37:06.230
22993,1995313,2021-02-11 05:37:06.240
22994,1995314,2021-02-11 05:37:06.250
22995,1995315,2021-02-11 05:37:06.260
22996,1995316,2021-02-11 05:37:06.270
22997,1995317,2021-02-11 05:37:06.280
22998,1995318,2021-02-11 05:37:06.290
22999,1995319,2021-02-11 05:37:06.300
23000,1995320,2021-02-11 05:37:06.310
23001,1995321,2021-02-11 05:37:06.320
23002,1995322,2021-02-11 05:37:06.330
23003,1995323,2021-02-11 05:37:06.340
23004,1995324,2021-02-11 05:37:06.350
23005,1995325,2021-02-11 05:37:06.360
23006,1995326,2021-02-11 05:37:06.370
23007,1995327,2021-02-11 05:37:06.380
23008,1995328,2021-02-11 05:37:06.390
23009,1995329,2021-02-11 05:37:06.400
23010,1995330,2021-02-11 05:37:06.410
23011,1995331,2021-02-11 05:37:06.420
23012,1995332,2021-02-11 05:37:06.430
23013,1995333,2021-02-11 05:37:06.440
23014,1995334,2021-02-11 05:37:06.450
23015,1995335,2021-02-11 05:37:06.460
23016,1995336,2021-02-11 05:37:06.470
23017,1995337,2021-02-11 05:37:06.480
23018,1995338,2021-02-11 05:37:06.490
23019,1995339,2021-02-11 05:37:06.500
23020,1995340,2021-02-11 05:37:06.510
23021,1995341,2021-02-11 05:37:06.520
23022,1995342,2021-02-11 05:37:06.530
23023,1995343,2021-02-11 05:37:06.540
23024,1995344,2021-02-11 05:37:06.550
23025,1995345,2021-02-11 05:37:06.560
23026,1995346,2021-02-11 05:37:06.570
23027,1995347,2021-02-11 05:37:06.580
23028,1995348,2021-02-11 05:37:06.590
23029,1995349,2021-02-11 05:37:06.600
23030,1995350,2021-02-11 05:37:06.610
23031,1995351,2021-02-11 05:37:06.620
23032,1995352,2021-02-11 05:37:06.630
23033,1995353,2021-02-11 05:37:06.640
23034,1995354,2021-02-11 05:37:06.650
23035,1995355,2021-02-11 05:37:06.660
23036,1995356,2021-02-11 05:37:06.670
23037,1995357,2021-02-11 05:37:06.680
23038,1995358,2021-02-11 05:37:06.690
23039,1995359,2021-02-11 05:37:06.700
23040,1995360,2021-02-11 05:37:06.710
23041,1995361,2021-02-11 05:37:06.720
23042,1995362,2021-02-11 05:37:06.730
23043,1995363,2021-02-11 05:37:06.740
23044,1995364,2021-02-11 05:37:06.750
23045,1995365,2021-02-11 05:37:06.760
23046,1995366,2021-02-11 05:37:06.770
23047,1995367,2021-02-11 05:37:06.780
23048,1995368,2021-02-11 05:37:06.790
23049,1995369,2021-02-11 05:37:06.800
23050,1995370,2021-02-11 05:37:06.810
23051,1995371,2021-02-11 05:37:06.820
23052,1995372,2021-02-11 05:37:06.830
23053,1995373,2021-02-11 05:37:06.840
23054,1995374,2021-02-11 05:37:06.850
23055,1995375,2021-02-11 05:37:06.860
23056,1995376,2021-02-11 05:37:06.870
23057,1995377,2021-02-11 05:37:06.880
23058,1995378,2021-02-11 05:37:06.890
23059,1995379,2021-02-11 05:37:06.900
23060,1995400,2021-02-11 05:37:07.110
23061,1995401,2021-02-11 05:37:07.120
23062,1995402,2021-02-11 05:37:07.130
23063,1995403,2021-02-11 05:37:07.140
23064,1995404,2021-02-11 05:37:07.150
23065,1995405,2021-02-11 05:37:07.160
23066,1995406,2021-02-11 05:37:07.170
23067,1995407,2021-02-11 05:37:07.180
23068,1995408,2021-02-11 05:37:07.190
23069,1995409,2021-02-11 05:37:07.200
23070,1995410,2021-02-11 05:37:07.210
23071,1995411,2021-02-11 05:37:07.220
23072,1995412,2021-02-11 05:37:07.230
23073,1995413,2021-02-11 05:37:07.240
23074,1995414,2021-02-11 05:37:07.250
23075,1995415,2021-02-11 05:37:07.260
23076,1995416,2021-02-11 05:37:07.270
23077,1995417,2021-02-11 05:37:07.280
23078,1995418,2021-02-11 05:37:07.290
23079,1995419,2021-02-11 05:37:07.300
23080,1995420,2021-02-11 05:37:07.310
23081,1995421,2021-02-11 05:37:07.320
23082,1995422,2021-02-11 05:37:07.330
23083,1995423,2021-02-11 05:37:07.340
23084,1995424,2021-02-11 05:37:07.350
23085,1995425,2021-02-11 05:37:07.360
23086,1995426,2021-02-11 05:37:07.370
23087,1995427,2021-02-11 05:37:07.380
23088,1995428,2021-02-11 05:37:07.390
23089,1995429,2021-02-11 05:37:07.400
23090,1995430,2021-02-11 05:37:07.410
23091,1995431,2021-02-11 05:37:07.420
23092,1995432,2021-02-11 05:37:07.430
23093,1995433,2021-02-11 05:37:07.440
23094,1995434,2021-02-11 05:37:07.450
23095,1995435,2021-02-11 05:37:07.460
23096,1995436,2021-02-11 05:37:07.470
23097,1995437,2021-02-11 05:37:07.480
23098,1995438,2021-02-11 05:37:07.490
23099,1995439,2021-02-11 05:37:07.500
23100,1995520,2021-02-11 05:37:08.310
23101,1995521,2021-02-11 05:37:08.320
23102,1995522,2021-02-11 05:37:08.330
23103,1995523,2021-02-11 05:37:08.340
23104,1995524,2021-02-11 05:37:08.350
23105,1995525,2021-02-11 05:37:08.360
23106,1995526,2021-02-11 05:37:08.370
23107,1995527,2021-02-11 05:37:08.380
23108,1995528,2021-02-11 05:37:08.390
23109,1995529,2021-02-11 05:37:08.400
23110,1995530,2021-02-11 05:37:08.410
23111,1995531,2021-02-11 05:37:08.420
23112,1995532,2021-02-11 05:37:08.430
